date,rain_mm,temperature_mean_c,temperature_max_c,temperature_min_c,wind_speed_2m_mps,relative_humidity_2m_pct,source,observation_type
2011-07-02,1.93,23.5,27.46,20.17,1.18,89.27,NASA POWER Daily,gridded_meteorological_proxy
2011-07-03,15.44,23.82,27.18,21.54,1.0,88.96,NASA POWER Daily,gridded_meteorological_proxy
2011-07-04,4.36,22.98,25.31,21.25,0.91,90.99,NASA POWER Daily,gridded_meteorological_proxy
2011-07-05,0.09,23.54,27.57,20.47,0.87,86.97,NASA POWER Daily,gridded_meteorological_proxy
2011-07-06,1.61,23.6,27.11,21.2,1.28,89.12,NASA POWER Daily,gridded_meteorological_proxy
2011-07-07,1.73,23.37,26.96,21.0,1.18,87.35,NASA POWER Daily,gridded_meteorological_proxy
2011-07-08,0.32,23.52,27.62,20.4,1.15,86.48,NASA POWER Daily,gridded_meteorological_proxy
2011-07-09,2.22,23.75,27.73,20.76,1.0,87.83,NASA POWER Daily,gridded_meteorological_proxy
2011-07-10,5.03,23.43,26.37,21.28,1.54,89.64,NASA POWER Daily,gridded_meteorological_proxy
2011-07-11,0.02,23.3,27.5,20.34,0.91,82.51,NASA POWER Daily,gridded_meteorological_proxy
2011-07-12,13.17,23.5,27.72,20.39,0.87,85.81,NASA POWER Daily,gridded_meteorological_proxy
2011-07-13,6.03,23.75,27.64,21.22,1.16,87.98,NASA POWER Daily,gridded_meteorological_proxy
2011-07-14,0.38,24.04,28.09,21.09,1.02,85.64,NASA POWER Daily,gridded_meteorological_proxy
2011-07-15,4.62,24.08,27.89,21.33,1.03,87.11,NASA POWER Daily,gridded_meteorological_proxy
2011-07-16,5.62,23.4,26.0,21.59,1.12,91.41,NASA POWER Daily,gridded_meteorological_proxy
2011-07-17,0.18,23.42,26.71,21.12,0.95,86.93,NASA POWER Daily,gridded_meteorological_proxy
2011-07-18,0.59,23.21,26.91,20.46,1.02,86.63,NASA POWER Daily,gridded_meteorological_proxy
2011-07-19,0.81,23.59,27.59,20.45,0.91,86.1,NASA POWER Daily,gridded_meteorological_proxy
2011-07-20,0.58,23.96,27.77,21.04,0.94,84.59,NASA POWER Daily,gridded_meteorological_proxy
2011-07-21,1.73,23.71,27.69,20.69,1.02,85.44,NASA POWER Daily,gridded_meteorological_proxy
2011-07-22,4.16,23.72,27.42,21.06,1.15,87.03,NASA POWER Daily,gridded_meteorological_proxy
2011-07-23,0.3,24.04,28.2,21.48,0.89,84.82,NASA POWER Daily,gridded_meteorological_proxy
2011-07-24,0.03,23.55,27.62,20.51,1.09,85.48,NASA POWER Daily,gridded_meteorological_proxy
2011-07-25,0.03,23.38,27.41,20.58,1.38,84.29,NASA POWER Daily,gridded_meteorological_proxy
2011-07-26,0.02,23.26,27.57,19.88,1.11,83.25,NASA POWER Daily,gridded_meteorological_proxy
2011-07-27,0.0,23.66,27.99,20.77,1.3,85.41,NASA POWER Daily,gridded_meteorological_proxy
2011-07-28,0.0,23.67,28.13,20.31,1.26,83.65,NASA POWER Daily,gridded_meteorological_proxy
2011-07-29,0.0,23.55,27.62,20.52,1.52,84.01,NASA POWER Daily,gridded_meteorological_proxy
2011-07-30,0.0,23.62,27.84,20.67,1.29,83.07,NASA POWER Daily,gridded_meteorological_proxy
2011-07-31,0.0,23.19,27.91,20.11,1.42,81.3,NASA POWER Daily,gridded_meteorological_proxy
2011-08-01,0.0,23.21,27.96,19.39,1.58,82.39,NASA POWER Daily,gridded_meteorological_proxy
2011-08-02,0.0,23.97,28.61,20.21,1.39,82.74,NASA POWER Daily,gridded_meteorological_proxy
2011-08-03,0.54,24.14,28.03,21.09,1.02,83.69,NASA POWER Daily,gridded_meteorological_proxy
2011-08-04,4.48,23.92,28.25,20.88,1.33,85.44,NASA POWER Daily,gridded_meteorological_proxy
2011-08-05,3.03,23.57,27.67,21.12,1.57,85.1,NASA POWER Daily,gridded_meteorological_proxy
2011-08-06,0.0,23.2,27.91,20.22,1.42,81.14,NASA POWER Daily,gridded_meteorological_proxy
2011-08-07,0.0,23.1,28.44,18.79,1.1,78.87,NASA POWER Daily,gridded_meteorological_proxy
2011-08-08,0.0,23.74,28.69,20.14,1.19,80.03,NASA POWER Daily,gridded_meteorological_proxy
2011-08-09,0.0,23.92,28.98,20.1,1.08,78.95,NASA POWER Daily,gridded_meteorological_proxy
2011-08-10,0.0,24.29,29.38,20.39,1.12,78.55,NASA POWER Daily,gridded_meteorological_proxy
2011-08-11,0.0,24.51,29.7,20.59,0.96,77.88,NASA POWER Daily,gridded_meteorological_proxy
2011-08-12,0.0,24.58,29.4,20.77,1.11,76.95,NASA POWER Daily,gridded_meteorological_proxy
2011-08-13,0.0,24.46,29.45,20.6,0.93,75.66,NASA POWER Daily,gridded_meteorological_proxy
2011-08-14,3.95,23.87,29.1,20.48,1.27,79.16,NASA POWER Daily,gridded_meteorological_proxy
2011-08-15,1.5,24.19,29.46,20.78,1.51,80.35,NASA POWER Daily,gridded_meteorological_proxy
2011-08-16,0.27,24.14,29.17,20.55,1.37,79.37,NASA POWER Daily,gridded_meteorological_proxy
2011-08-17,0.01,24.43,29.87,20.36,1.36,75.86,NASA POWER Daily,gridded_meteorological_proxy
2011-08-18,0.0,24.54,29.72,20.82,1.18,78.18,NASA POWER Daily,gridded_meteorological_proxy
2011-08-19,1.42,24.61,29.36,21.63,1.39,80.3,NASA POWER Daily,gridded_meteorological_proxy
2011-08-20,0.42,24.55,29.94,20.79,1.34,77.98,NASA POWER Daily,gridded_meteorological_proxy
2011-08-21,0.55,24.48,29.9,20.47,1.27,75.09,NASA POWER Daily,gridded_meteorological_proxy
2011-08-22,0.0,24.34,29.88,20.18,1.58,72.75,NASA POWER Daily,gridded_meteorological_proxy
2011-08-23,0.0,24.23,29.95,20.16,1.32,75.56,NASA POWER Daily,gridded_meteorological_proxy
2011-08-24,0.0,24.75,30.38,21.05,1.66,73.81,NASA POWER Daily,gridded_meteorological_proxy
2011-08-25,0.0,24.08,30.01,20.07,1.74,71.18,NASA POWER Daily,gridded_meteorological_proxy
2011-08-26,0.0,23.68,29.81,18.88,1.54,70.39,NASA POWER Daily,gridded_meteorological_proxy
2011-08-27,0.0,24.15,29.91,19.95,1.46,72.07,NASA POWER Daily,gridded_meteorological_proxy
2011-08-28,0.0,24.63,30.69,20.0,1.39,68.89,NASA POWER Daily,gridded_meteorological_proxy
2011-08-29,0.02,24.65,30.85,19.28,1.04,72.59,NASA POWER Daily,gridded_meteorological_proxy
2011-08-30,0.04,25.54,30.86,21.63,1.73,72.19,NASA POWER Daily,gridded_meteorological_proxy
2011-08-31,0.0,25.36,30.77,21.44,1.33,72.14,NASA POWER Daily,gridded_meteorological_proxy
2011-09-01,0.0,24.81,29.14,21.89,1.36,75.75,NASA POWER Daily,gridded_meteorological_proxy
2011-09-02,0.14,25.08,30.71,21.29,1.59,74.22,NASA POWER Daily,gridded_meteorological_proxy
2011-09-03,0.01,24.85,30.28,20.92,1.46,72.5,NASA POWER Daily,gridded_meteorological_proxy
2011-09-04,0.0,25.41,31.53,21.14,1.53,69.79,NASA POWER Daily,gridded_meteorological_proxy
2011-09-05,0.0,25.68,31.54,21.44,1.41,68.59,NASA POWER Daily,gridded_meteorological_proxy
2011-09-06,0.0,24.99,31.05,20.47,1.63,71.64,NASA POWER Daily,gridded_meteorological_proxy
2011-09-07,0.0,25.45,31.77,20.88,1.54,68.35,NASA POWER Daily,gridded_meteorological_proxy
2011-09-08,0.03,24.77,30.89,20.79,1.94,68.25,NASA POWER Daily,gridded_meteorological_proxy
2011-09-09,0.0,24.77,31.39,19.85,1.91,68.53,NASA POWER Daily,gridded_meteorological_proxy
2011-09-10,0.0,24.59,29.59,21.02,1.85,70.89,NASA POWER Daily,gridded_meteorological_proxy
2011-09-11,0.0,25.46,31.52,20.59,1.31,67.1,NASA POWER Daily,gridded_meteorological_proxy
2011-09-12,0.0,24.83,29.32,21.28,0.99,71.29,NASA POWER Daily,gridded_meteorological_proxy
2011-09-13,0.0,25.96,32.52,21.07,1.32,68.61,NASA POWER Daily,gridded_meteorological_proxy
2011-09-14,0.59,25.57,31.15,21.69,1.28,74.14,NASA POWER Daily,gridded_meteorological_proxy
2011-09-15,0.26,25.91,32.21,21.72,1.25,72.34,NASA POWER Daily,gridded_meteorological_proxy
2011-09-16,0.25,25.6,31.45,21.89,1.32,72.38,NASA POWER Daily,gridded_meteorological_proxy
2011-09-17,1.8,24.71,28.98,21.8,1.22,75.38,NASA POWER Daily,gridded_meteorological_proxy
2011-09-18,0.4,25.31,31.28,21.23,1.93,73.15,NASA POWER Daily,gridded_meteorological_proxy
2011-09-19,1.27,24.87,29.99,21.36,1.64,75.41,NASA POWER Daily,gridded_meteorological_proxy
2011-09-20,0.67,25.06,29.77,21.29,1.52,74.37,NASA POWER Daily,gridded_meteorological_proxy
2011-09-21,0.48,25.36,31.46,21.58,1.63,71.02,NASA POWER Daily,gridded_meteorological_proxy
2011-09-22,0.31,25.8,32.56,21.28,1.71,66.58,NASA POWER Daily,gridded_meteorological_proxy
2011-09-23,0.01,25.68,31.73,21.4,1.8,66.96,NASA POWER Daily,gridded_meteorological_proxy
2011-09-24,0.0,25.77,32.19,21.58,1.47,66.54,NASA POWER Daily,gridded_meteorological_proxy
2011-09-25,0.0,25.87,32.39,21.07,1.69,66.61,NASA POWER Daily,gridded_meteorological_proxy
2011-09-26,0.0,25.43,31.24,21.29,2.12,68.28,NASA POWER Daily,gridded_meteorological_proxy
2011-09-27,0.0,24.5,29.95,20.97,2.19,69.87,NASA POWER Daily,gridded_meteorological_proxy
2011-09-28,0.0,24.74,30.99,20.06,1.92,66.71,NASA POWER Daily,gridded_meteorological_proxy
2011-09-29,0.0,24.61,30.55,21.0,1.7,66.57,NASA POWER Daily,gridded_meteorological_proxy
2011-09-30,0.0,25.25,31.67,20.43,1.63,66.57,NASA POWER Daily,gridded_meteorological_proxy
2011-10-01,0.03,25.4,31.58,21.64,1.83,69.02,NASA POWER Daily,gridded_meteorological_proxy
2011-10-02,0.01,23.65,25.71,21.98,1.39,76.77,NASA POWER Daily,gridded_meteorological_proxy
2011-10-03,0.0,25.35,30.82,21.67,1.88,71.84,NASA POWER Daily,gridded_meteorological_proxy
2011-10-04,0.01,25.47,31.19,21.36,1.92,69.13,NASA POWER Daily,gridded_meteorological_proxy
2011-10-05,0.86,24.75,29.88,22.02,1.48,73.78,NASA POWER Daily,gridded_meteorological_proxy
2011-10-06,0.14,23.19,25.5,21.36,1.66,78.84,NASA POWER Daily,gridded_meteorological_proxy
2011-10-07,8.11,24.55,30.24,21.06,1.17,75.47,NASA POWER Daily,gridded_meteorological_proxy
2011-10-08,8.2,24.33,29.86,21.18,1.22,76.57,NASA POWER Daily,gridded_meteorological_proxy
2011-10-09,26.49,24.51,29.17,21.54,0.92,78.75,NASA POWER Daily,gridded_meteorological_proxy
2011-10-10,1.52,25.02,29.78,21.65,1.02,76.37,NASA POWER Daily,gridded_meteorological_proxy
2011-10-11,1.4,24.36,27.25,22.23,1.04,79.26,NASA POWER Daily,gridded_meteorological_proxy
2011-10-12,0.12,25.09,29.25,21.49,1.19,74.2,NASA POWER Daily,gridded_meteorological_proxy
2011-10-13,0.02,25.65,31.76,21.21,1.64,71.51,NASA POWER Daily,gridded_meteorological_proxy
2011-10-14,0.02,25.71,30.86,22.08,1.57,70.06,NASA POWER Daily,gridded_meteorological_proxy
2011-10-15,0.0,25.47,31.4,20.71,1.57,70.27,NASA POWER Daily,gridded_meteorological_proxy
2011-10-16,17.58,25.07,31.24,20.93,1.46,79.15,NASA POWER Daily,gridded_meteorological_proxy
2011-10-17,4.23,25.79,31.33,21.6,1.59,74.2,NASA POWER Daily,gridded_meteorological_proxy
2011-10-18,2.37,25.58,31.28,21.12,1.57,71.87,NASA POWER Daily,gridded_meteorological_proxy
2011-10-19,1.25,25.19,30.14,21.12,1.45,73.52,NASA POWER Daily,gridded_meteorological_proxy
2011-10-20,11.46,24.68,29.92,21.15,1.2,78.14,NASA POWER Daily,gridded_meteorological_proxy
2011-10-21,4.48,25.06,30.66,20.98,1.21,75.53,NASA POWER Daily,gridded_meteorological_proxy
2011-10-22,2.21,25.53,31.31,21.11,1.25,73.41,NASA POWER Daily,gridded_meteorological_proxy
2011-10-23,1.21,25.38,31.11,21.05,1.63,74.24,NASA POWER Daily,gridded_meteorological_proxy
2011-10-24,3.07,25.16,29.67,22.02,1.55,78.34,NASA POWER Daily,gridded_meteorological_proxy
2011-10-25,1.47,26.09,31.57,22.31,1.39,73.53,NASA POWER Daily,gridded_meteorological_proxy
2011-10-26,15.76,24.53,28.49,22.05,1.52,81.14,NASA POWER Daily,gridded_meteorological_proxy
2011-10-27,5.61,24.51,29.99,20.91,1.83,80.07,NASA POWER Daily,gridded_meteorological_proxy
2011-10-28,5.67,25.09,30.35,21.72,1.75,77.81,NASA POWER Daily,gridded_meteorological_proxy
2011-10-29,0.71,25.46,30.85,21.15,1.65,76.01,NASA POWER Daily,gridded_meteorological_proxy
2011-10-30,5.89,25.2,30.59,21.96,1.5,79.32,NASA POWER Daily,gridded_meteorological_proxy
2011-10-31,5.14,25.74,31.01,22.17,1.3,77.74,NASA POWER Daily,gridded_meteorological_proxy
2011-11-01,7.09,25.24,30.37,22.43,1.44,81.25,NASA POWER Daily,gridded_meteorological_proxy
2011-11-02,8.32,23.27,25.45,21.81,1.84,89.86,NASA POWER Daily,gridded_meteorological_proxy
2011-11-03,5.81,24.16,29.42,21.35,1.68,81.65,NASA POWER Daily,gridded_meteorological_proxy
2011-11-04,3.46,23.64,27.73,20.78,2.02,78.5,NASA POWER Daily,gridded_meteorological_proxy
2011-11-05,0.64,22.85,27.19,20.11,1.7,76.24,NASA POWER Daily,gridded_meteorological_proxy
2011-11-06,0.64,23.56,28.94,19.9,1.76,72.23,NASA POWER Daily,gridded_meteorological_proxy
2011-11-07,0.08,24.16,29.73,20.24,1.74,70.7,NASA POWER Daily,gridded_meteorological_proxy
2011-11-08,0.07,25.4,31.52,20.71,1.42,67.38,NASA POWER Daily,gridded_meteorological_proxy
2011-11-09,0.03,25.23,30.15,21.32,1.0,71.71,NASA POWER Daily,gridded_meteorological_proxy
2011-11-10,1.28,24.54,28.53,22.31,0.96,80.13,NASA POWER Daily,gridded_meteorological_proxy
2011-11-11,0.29,24.93,29.08,22.58,1.6,80.81,NASA POWER Daily,gridded_meteorological_proxy
2011-11-12,9.32,25.56,30.74,21.72,1.13,76.79,NASA POWER Daily,gridded_meteorological_proxy
2011-11-13,3.63,25.49,31.21,21.84,1.07,76.1,NASA POWER Daily,gridded_meteorological_proxy
2011-11-14,0.39,25.69,31.14,22.18,0.88,75.45,NASA POWER Daily,gridded_meteorological_proxy
2011-11-15,9.39,24.49,28.54,22.19,1.29,80.99,NASA POWER Daily,gridded_meteorological_proxy
2011-11-16,2.09,24.48,28.7,21.37,1.13,78.08,NASA POWER Daily,gridded_meteorological_proxy
2011-11-17,0.3,24.95,29.47,21.99,0.85,79.36,NASA POWER Daily,gridded_meteorological_proxy
2011-11-18,21.34,24.07,26.44,21.68,0.86,87.27,NASA POWER Daily,gridded_meteorological_proxy
2011-11-19,1.15,24.3,28.78,20.88,1.44,82.8,NASA POWER Daily,gridded_meteorological_proxy
2011-11-20,0.35,24.37,26.93,22.71,1.09,84.75,NASA POWER Daily,gridded_meteorological_proxy
2011-11-21,39.75,24.52,28.53,22.05,0.72,85.4,NASA POWER Daily,gridded_meteorological_proxy
2011-11-22,23.51,23.94,26.44,22.57,0.9,91.84,NASA POWER Daily,gridded_meteorological_proxy
2011-11-23,8.93,23.13,24.81,21.83,0.64,91.89,NASA POWER Daily,gridded_meteorological_proxy
2011-11-24,0.1,25.26,30.02,21.44,0.78,79.44,NASA POWER Daily,gridded_meteorological_proxy
2011-11-25,1.59,24.87,28.25,22.68,1.44,85.52,NASA POWER Daily,gridded_meteorological_proxy
2011-11-26,0.72,25.33,29.98,21.41,1.15,82.18,NASA POWER Daily,gridded_meteorological_proxy
2011-11-27,4.24,25.79,31.07,22.02,1.06,82.06,NASA POWER Daily,gridded_meteorological_proxy
2011-11-28,2.91,26.02,30.97,22.47,0.88,78.15,NASA POWER Daily,gridded_meteorological_proxy
2011-11-29,0.17,24.95,28.57,22.66,0.76,83.22,NASA POWER Daily,gridded_meteorological_proxy
2011-11-30,1.91,25.31,29.91,22.4,0.98,82.75,NASA POWER Daily,gridded_meteorological_proxy
2011-12-01,33.51,23.88,26.25,22.44,0.83,88.83,NASA POWER Daily,gridded_meteorological_proxy
2011-12-02,26.03,23.82,27.29,21.36,1.03,87.04,NASA POWER Daily,gridded_meteorological_proxy
2011-12-03,0.94,23.78,27.18,21.0,1.07,83.21,NASA POWER Daily,gridded_meteorological_proxy
2011-12-04,0.61,24.17,28.26,20.91,1.0,85.26,NASA POWER Daily,gridded_meteorological_proxy
2011-12-05,0.21,24.08,26.9,21.55,1.15,84.28,NASA POWER Daily,gridded_meteorological_proxy
2011-12-06,0.01,23.88,26.73,21.56,0.56,85.08,NASA POWER Daily,gridded_meteorological_proxy
2011-12-07,0.08,24.84,29.39,21.38,0.77,82.28,NASA POWER Daily,gridded_meteorological_proxy
2011-12-08,0.08,23.95,26.96,21.47,0.89,84.89,NASA POWER Daily,gridded_meteorological_proxy
2011-12-09,1.37,24.61,29.6,20.17,0.94,81.34,NASA POWER Daily,gridded_meteorological_proxy
2011-12-10,2.01,24.16,26.79,22.17,0.74,84.44,NASA POWER Daily,gridded_meteorological_proxy
2011-12-11,4.45,23.59,27.46,21.19,1.1,85.66,NASA POWER Daily,gridded_meteorological_proxy
2011-12-12,6.73,24.14,29.05,20.5,1.06,80.77,NASA POWER Daily,gridded_meteorological_proxy
2011-12-13,9.53,24.03,27.89,20.99,1.08,82.77,NASA POWER Daily,gridded_meteorological_proxy
2011-12-14,0.62,22.72,24.96,21.22,1.21,86.75,NASA POWER Daily,gridded_meteorological_proxy
2011-12-15,3.27,24.01,28.91,20.66,1.72,85.23,NASA POWER Daily,gridded_meteorological_proxy
2011-12-16,3.33,23.21,26.07,21.83,1.63,91.49,NASA POWER Daily,gridded_meteorological_proxy
2011-12-17,8.73,23.32,26.77,20.96,1.69,89.97,NASA POWER Daily,gridded_meteorological_proxy
2011-12-18,2.8,23.7,26.96,21.52,1.65,86.55,NASA POWER Daily,gridded_meteorological_proxy
2011-12-19,8.69,24.12,28.31,21.57,1.78,86.23,NASA POWER Daily,gridded_meteorological_proxy
2011-12-20,4.98,24.07,28.13,20.77,1.27,86.89,NASA POWER Daily,gridded_meteorological_proxy
2011-12-21,20.96,24.03,26.35,22.43,1.19,88.82,NASA POWER Daily,gridded_meteorological_proxy
2011-12-22,6.15,24.79,29.0,21.38,1.23,85.64,NASA POWER Daily,gridded_meteorological_proxy
2011-12-23,0.68,25.47,29.82,22.38,1.1,83.8,NASA POWER Daily,gridded_meteorological_proxy
2011-12-24,0.32,24.37,26.58,22.62,1.32,91.62,NASA POWER Daily,gridded_meteorological_proxy
2011-12-25,2.38,24.35,26.95,22.26,1.09,89.74,NASA POWER Daily,gridded_meteorological_proxy
2011-12-26,2.49,23.53,25.56,21.86,1.04,89.74,NASA POWER Daily,gridded_meteorological_proxy
2011-12-27,0.31,24.7,28.66,21.61,1.2,85.27,NASA POWER Daily,gridded_meteorological_proxy
2011-12-28,21.72,24.11,26.02,22.76,1.1,91.56,NASA POWER Daily,gridded_meteorological_proxy
2011-12-29,5.29,24.43,28.62,21.58,1.39,83.07,NASA POWER Daily,gridded_meteorological_proxy
2011-12-30,2.15,24.59,28.82,22.03,1.56,83.41,NASA POWER Daily,gridded_meteorological_proxy
2011-12-31,2.31,23.17,25.34,21.84,1.85,89.23,NASA POWER Daily,gridded_meteorological_proxy
2012-01-01,4.43,23.75,28.15,21.2,1.78,86.51,NASA POWER Daily,gridded_meteorological_proxy
2012-01-02,1.93,23.46,27.27,20.26,0.89,83.59,NASA POWER Daily,gridded_meteorological_proxy
2012-01-03,5.37,24.05,27.14,21.85,0.75,88.96,NASA POWER Daily,gridded_meteorological_proxy
2012-01-04,0.54,24.3,27.24,22.38,0.7,88.38,NASA POWER Daily,gridded_meteorological_proxy
2012-01-05,31.0,23.73,26.31,22.05,0.95,90.7,NASA POWER Daily,gridded_meteorological_proxy
2012-01-06,21.13,24.11,28.63,20.77,1.14,85.71,NASA POWER Daily,gridded_meteorological_proxy
2012-01-07,15.63,23.89,27.44,21.56,1.71,86.97,NASA POWER Daily,gridded_meteorological_proxy
2012-01-08,3.79,23.46,27.39,20.73,2.22,86.61,NASA POWER Daily,gridded_meteorological_proxy
2012-01-09,2.49,22.91,25.5,20.9,1.91,88.09,NASA POWER Daily,gridded_meteorological_proxy
2012-01-10,7.25,23.2,26.82,20.44,2.03,86.12,NASA POWER Daily,gridded_meteorological_proxy
2012-01-11,33.97,23.41,26.87,21.17,2.28,88.09,NASA POWER Daily,gridded_meteorological_proxy
2012-01-12,11.16,23.39,26.8,21.0,2.58,87.0,NASA POWER Daily,gridded_meteorological_proxy
2012-01-13,8.57,22.82,26.14,20.44,2.56,86.54,NASA POWER Daily,gridded_meteorological_proxy
2012-01-14,1.58,23.0,26.5,20.58,2.46,87.05,NASA POWER Daily,gridded_meteorological_proxy
2012-01-15,10.09,22.54,24.69,20.9,1.9,89.74,NASA POWER Daily,gridded_meteorological_proxy
2012-01-16,1.72,23.49,28.08,20.29,1.81,84.84,NASA POWER Daily,gridded_meteorological_proxy
2012-01-17,14.7,24.07,28.54,20.26,1.33,83.85,NASA POWER Daily,gridded_meteorological_proxy
2012-01-18,1.49,24.34,28.73,21.1,1.45,85.47,NASA POWER Daily,gridded_meteorological_proxy
2012-01-19,4.81,24.17,27.89,21.32,1.51,85.39,NASA POWER Daily,gridded_meteorological_proxy
2012-01-20,3.68,23.53,26.95,21.14,1.23,86.28,NASA POWER Daily,gridded_meteorological_proxy
2012-01-21,3.94,23.03,26.27,20.68,1.51,86.29,NASA POWER Daily,gridded_meteorological_proxy
2012-01-22,3.84,22.63,26.14,20.69,2.25,86.5,NASA POWER Daily,gridded_meteorological_proxy
2012-01-23,3.47,23.03,26.7,20.39,2.65,85.38,NASA POWER Daily,gridded_meteorological_proxy
2012-01-24,7.87,23.15,27.1,20.69,2.52,84.22,NASA POWER Daily,gridded_meteorological_proxy
2012-01-25,1.72,22.53,25.35,20.56,2.29,87.12,NASA POWER Daily,gridded_meteorological_proxy
2012-01-26,0.14,23.06,26.91,20.24,1.49,85.32,NASA POWER Daily,gridded_meteorological_proxy
2012-01-27,0.16,23.21,27.0,19.85,1.79,85.29,NASA POWER Daily,gridded_meteorological_proxy
2012-01-28,0.26,22.77,25.86,21.06,2.27,87.29,NASA POWER Daily,gridded_meteorological_proxy
2012-01-29,12.74,22.42,25.45,20.31,2.09,86.34,NASA POWER Daily,gridded_meteorological_proxy
2012-01-30,19.71,22.39,26.22,19.51,1.88,88.56,NASA POWER Daily,gridded_meteorological_proxy
2012-01-31,2.12,23.24,27.01,19.94,1.23,84.56,NASA POWER Daily,gridded_meteorological_proxy
2012-02-01,6.04,23.86,27.99,20.73,0.92,85.97,NASA POWER Daily,gridded_meteorological_proxy
2012-02-02,9.66,23.54,27.53,21.35,1.06,87.3,NASA POWER Daily,gridded_meteorological_proxy
2012-02-03,9.03,22.65,25.1,20.87,1.51,89.32,NASA POWER Daily,gridded_meteorological_proxy
2012-02-04,4.18,23.44,27.98,20.01,1.07,85.09,NASA POWER Daily,gridded_meteorological_proxy
2012-02-05,11.99,24.17,28.7,20.86,1.22,85.28,NASA POWER Daily,gridded_meteorological_proxy
2012-02-06,20.0,23.02,24.72,21.77,1.05,91.79,NASA POWER Daily,gridded_meteorological_proxy
2012-02-07,2.99,23.94,28.29,20.83,1.27,87.39,NASA POWER Daily,gridded_meteorological_proxy
2012-02-08,10.17,23.42,26.33,21.39,1.11,89.48,NASA POWER Daily,gridded_meteorological_proxy
2012-02-09,5.68,23.08,26.24,21.47,1.54,90.78,NASA POWER Daily,gridded_meteorological_proxy
2012-02-10,0.59,23.83,28.08,20.76,0.8,85.83,NASA POWER Daily,gridded_meteorological_proxy
2012-02-11,0.42,23.51,26.09,21.76,0.63,88.4,NASA POWER Daily,gridded_meteorological_proxy
2012-02-12,1.66,23.97,27.55,21.57,0.89,87.14,NASA POWER Daily,gridded_meteorological_proxy
2012-02-13,11.0,24.01,26.75,22.26,0.43,88.99,NASA POWER Daily,gridded_meteorological_proxy
2012-02-14,6.82,24.32,27.7,21.67,0.49,85.72,NASA POWER Daily,gridded_meteorological_proxy
2012-02-15,7.03,24.09,27.82,21.84,0.88,87.32,NASA POWER Daily,gridded_meteorological_proxy
2012-02-16,2.2,23.91,27.96,21.22,1.01,86.79,NASA POWER Daily,gridded_meteorological_proxy
2012-02-17,5.17,23.06,24.77,21.59,1.45,92.79,NASA POWER Daily,gridded_meteorological_proxy
2012-02-18,0.37,23.76,27.85,20.7,0.66,86.55,NASA POWER Daily,gridded_meteorological_proxy
2012-02-19,1.51,22.86,24.75,20.99,1.32,91.96,NASA POWER Daily,gridded_meteorological_proxy
2012-02-20,20.83,22.65,26.53,20.23,0.98,86.68,NASA POWER Daily,gridded_meteorological_proxy
2012-02-21,15.83,23.68,27.99,20.15,0.88,85.31,NASA POWER Daily,gridded_meteorological_proxy
2012-02-22,0.0,24.97,29.05,21.94,0.37,84.33,NASA POWER Daily,gridded_meteorological_proxy
2012-02-23,2.65,24.12,26.66,22.46,0.89,90.58,NASA POWER Daily,gridded_meteorological_proxy
2012-02-24,0.38,24.28,27.85,21.4,0.6,87.33,NASA POWER Daily,gridded_meteorological_proxy
2012-02-25,4.3,24.98,28.55,22.27,0.64,86.95,NASA POWER Daily,gridded_meteorological_proxy
2012-02-26,4.63,24.68,27.97,22.84,0.61,87.65,NASA POWER Daily,gridded_meteorological_proxy
2012-02-27,0.26,25.04,29.35,22.18,0.58,82.15,NASA POWER Daily,gridded_meteorological_proxy
2012-02-28,12.49,24.56,28.21,22.24,0.59,85.95,NASA POWER Daily,gridded_meteorological_proxy
2012-02-29,10.57,24.19,27.29,22.48,0.9,88.85,NASA POWER Daily,gridded_meteorological_proxy
2012-03-01,3.96,23.43,25.64,22.09,1.06,92.55,NASA POWER Daily,gridded_meteorological_proxy
2012-03-02,65.36,23.42,26.31,21.36,1.16,90.61,NASA POWER Daily,gridded_meteorological_proxy
2012-03-03,7.22,22.59,26.18,19.98,1.57,87.19,NASA POWER Daily,gridded_meteorological_proxy
2012-03-04,4.12,22.41,24.46,20.5,1.2,90.69,NASA POWER Daily,gridded_meteorological_proxy
2012-03-05,8.39,22.67,25.56,20.72,2.1,89.32,NASA POWER Daily,gridded_meteorological_proxy
2012-03-06,5.46,23.31,27.2,20.42,1.39,88.24,NASA POWER Daily,gridded_meteorological_proxy
2012-03-07,5.33,23.74,26.75,21.64,1.6,91.46,NASA POWER Daily,gridded_meteorological_proxy
2012-03-08,1.35,22.89,25.61,20.69,2.41,88.45,NASA POWER Daily,gridded_meteorological_proxy
2012-03-09,15.56,23.37,27.95,20.26,1.88,84.72,NASA POWER Daily,gridded_meteorological_proxy
2012-03-10,10.43,22.84,26.11,20.55,1.94,89.53,NASA POWER Daily,gridded_meteorological_proxy
2012-03-11,5.29,23.1,26.8,20.61,1.93,88.98,NASA POWER Daily,gridded_meteorological_proxy
2012-03-12,0.89,23.32,26.6,20.37,1.75,86.41,NASA POWER Daily,gridded_meteorological_proxy
2012-03-13,3.94,22.97,26.93,19.97,2.06,87.41,NASA POWER Daily,gridded_meteorological_proxy
2012-03-14,0.53,23.03,26.34,20.17,1.83,85.8,NASA POWER Daily,gridded_meteorological_proxy
2012-03-15,0.03,23.76,28.32,19.86,1.58,86.09,NASA POWER Daily,gridded_meteorological_proxy
